,attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength,label
80,0,53,0,45,17,4,18,5,9,6,9,54,0,1
81,0,53,0,45,17,4,18,5,9,6,9,54,0,1
82,0,53,0,48,17,4,18,5,9,6,9,54,0,1
83,0,53,0,45,17,4,18,5,9,6,9,54,0,1
84,0,53,0,45,17,4,18,5,9,6,9,54,0,1
85,0,53,0,48,17,4,18,5,9,6,9,54,0,1
86,0,53,0,48,17,4,18,5,9,6,9,54,0,1
87,0,5,0,48,3,14,7,11,22,8,73,54,0,1
88,0,5,0,44,3,14,7,11,22,8,73,54,0,1
89,0,5,0,45,3,14,7,11,22,8,73,54,0,1
90,0,5,0,49,3,14,7,11,22,8,73,54,0,1
91,0,5,0,49,3,14,7,11,22,8,73,54,0,1
92,0,5,0,49,3,14,7,11,22,8,73,54,0,1
93,0,5,0,49,3,14,7,11,22,8,73,54,0,1
94,0,5,0,45,3,14,7,11,22,8,73,54,0,1
95,0,5,0,45,3,14,7,11,22,8,73,54,0,1
96,0,21,0,49,3,0,1,7,2,4,549,200,0,1
97,0,21,0,48,3,0,1,7,2,4,549,200,0,1
98,0,21,0,43,3,0,1,7,2,4,549,200,0,1
99,0,21,0,41,3,0,1,7,2,4,549,200,0,1
100,0,21,0,36,3,0,1,7,2,4,549,200,0,1
101,0,21,0,167,3,0,1,7,2,4,549,200,0,1
102,0,21,0,149,3,0,1,7,2,4,549,200,0,1
103,0,21,0,251,3,0,1,7,2,4,549,200,0,1
104,0,21,0,-61,3,0,1,7,2,4,549,200,0,1
105,0,21,0,-185,3,0,1,7,2,4,549,200,0,1
106,0,530586,0,816,326650,41968,57687,27439,83610,14436,352747,200,0,1
107,0,530586,0,-248,326650,41968,57687,27439,83610,14436,352747,200,0,1
108,0,530586,0,-138,326650,41968,57687,27439,83610,14436,352747,200,0,1
109,0,530586,0,-470,326650,41968,57687,27439,83610,14436,352747,200,0,1
110,0,530586,0,-552,326650,41968,57687,27439,83610,14436,352747,200,0,1
111,0,530586,0,-597,326650,41968,57687,27439,83610,14436,352747,200,0,1
112,0,530586,0,144,326650,41968,57687,27439,83610,14436,352747,200,0,1
113,0,530586,0,-218,326650,41968,57687,27439,83610,14436,352747,200,0,1
114,0,530586,0,480,326650,41968,57687,27439,83610,14436,352747,200,0,1
115,0,530586,0,-71,326650,41968,57687,27439,83610,14436,352747,200,0,1
116,0,666906,0,-695,282659,80008,69028,29654,87834,27768,413732,200,0,1
117,0,666906,0,1047,282659,80008,69028,29654,87834,27768,413732,200,0,1
118,0,666906,0,291,282659,80008,69028,29654,87834,27768,413732,200,0,1
119,0,666906,0,497,282659,80008,69028,29654,87834,27768,413732,200,0,1
120,0,666906,0,-1048,282659,80008,69028,29654,87834,27768,413732,200,0,1
121,0,666906,0,-1460,282659,80008,69028,29654,87834,27768,413732,200,0,1
