,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.00724840126279,0.0,-0.0133091244082,0.0215231245061,0.0255066748957,0.0259284828932,0.0481081061535,0.0423083214925,0.0447910490622,0.0113529881662,0.0050210336933,0.0,0.0104129951965
1,0.0,0.00724840126279,0.0,0.0110801060137,0.0215231245061,0.0255066748957,0.0259284828932,0.0481081061535,0.0423083214925,0.0447910490622,0.0113529881662,0.0050210336933,0.0,0.0104129951965
2,0.0,0.00724840126279,0.0,0.0129452030377,0.0215231245061,0.0255066748957,0.0259284828932,0.0481081061535,0.0423083214925,0.0447910490622,0.0113529881662,0.0050210336933,0.0,0.0104129951965
3,0.0,0.00724840126279,0.0,0.00205355630517,0.0215231245061,0.0255066748957,0.0259284828932,0.0481081061535,0.0423083214925,0.0447910490622,0.0113529881662,0.0050210336933,0.0,0.0104129951965
4,0.0,0.00724840126279,0.0,-0.0133091244082,0.0215231245061,0.0255066748957,0.0259284828932,0.0481081061535,0.0423083214925,0.0447910490622,0.0113529881662,0.0050210336933,0.0,0.0104129951965
5,0.0,0.00291185606335,0.0,-0.000805825891904,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
6,0.0,0.00291185606335,0.0,0.00243697346342,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
7,0.0,0.00291185606335,0.0,0.00250195942244,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
8,0.0,0.00291185606335,0.0,0.0021185422642,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
9,0.0,0.00291185606335,0.0,0.00153366863298,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
10,0.0,0.00291185606335,0.0,0.0131401609148,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
11,0.0,0.00291185606335,0.0,-0.0107616748145,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
12,0.0,0.00291185606335,0.0,0.00407461963084,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
13,0.0,0.00291185606335,0.0,0.00531585144821,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
14,0.0,0.00291185606335,0.0,0.0133026258123,0.000785971411195,0.000192041111752,0.000334322130331,0.000545612554305,0.000734886317703,0.000822996546184,0.000346406745993,0.0125525842333,0.0,0.0104129951965
15,0.0,0.00515401418651,0.0,0.00426307891201,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
16,0.0,0.00515401418651,0.0,0.0122433546802,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
17,0.0,0.00515401418651,0.0,0.00763585018538,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
18,0.0,0.00515401418651,0.0,0.00194957877074,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
19,0.0,0.00515401418651,0.0,0.00326229514303,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
20,0.0,0.00515401418651,0.0,0.0133026258123,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
21,0.0,0.00515401418651,0.0,0.00660907203279,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
22,0.0,0.00515401418651,0.0,0.00532235004411,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
23,0.0,0.00515401418651,0.0,0.0010722683239,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
24,0.0,0.00515401418651,0.0,0.000422408733659,0.00322926437421,0.00395101026473,0.00507086956705,0.00549993337905,0.00331714128194,0.00372773692784,0.00190835418375,0.0125525842333,0.0,0.0104129951965
25,0.0,0.00085145891968,0.0,0.00031843119922,0.000392584830982,0.000627632994675,0.000251735113219,0.000621767812314,0.000963931892958,0.00106256685455,0.000802297934375,0.0125525842333,0.0,0.0104129951965
